protein	acc	hit	species	domain	phylum	category	length	score	align_length	num_prots	prot_ids	protein_locs
AMV24650.1	GCA_001610855.1_ASM161085v1	Gemmata sp. SH-PL17	Bacteria	PVC group	COG0085	PRIMARY	1254	1833.8	1049	1	AMV24650.1	593.5
OGC23230.1	GCA_001772415.1_ASM177241v1	candidate division WOR-1 bacterium RIFOXYA2_FULL_41_14	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1090	1920.8	1064	1	OGC23230.1	601.0
DFGX01000025.1_12	GCA_002372485.1_ASM237248v1	Elusimicrobia bacterium UBA3739	Bacteria	Elusimicrobia	COG0085	PRIMARY	1258	1890.8	1053	1	DFGX01000025.1_12	594.5
CAX29831.1	GCA_000091345.1_ASM9134v1	Helicobacter pylori B38	Bacteria	Proteobacteria	COG0085	PRIMARY	2890	3949.1	2505	1	CAX29831.1	1312.5
EEZ92700.1	GCA_002412065.1_ASM241206v1	Candidatus Parvarchaeum acidiphilum ARMAN-4	Archaea	DPANN group	COG0085	MAIN	600	448.5	1040	2	EEZ92701.1;EEZ92700.1	300.0;833.5
EEZ92701.1	GCA_002412065.1_ASM241206v1	Candidatus Parvarchaeum acidiphilum ARMAN-4	Archaea	DPANN group	COG0085	SECO	492	234.3	448	1	1	1
ABE52101.1	GCA_000013725.1_ASM1372v1	Methanococcoides burtonii DSM 6242	Archaea	Euryarchaeota	COG0085	MAIN	604	650.3	1033	2	ABE52102.1;ABE52101.1	300.5;852.0
ABE52102.1	GCA_000013725.1_ASM1372v1	Methanococcoides burtonii DSM 6242	Archaea	Euryarchaeota	COG0085	SECO	542	312.2	429	1	1	1
AIC22762.1	GCA_000698865.1_ASM69886v1	Pseudomonas chlororaphis	Bacteria	Proteobacteria	COG0085	PRIMARY	1357	2123.9	1054	1	AIC22762.1	590.0
KUK17655.1	GCA_001508065.1_ASM150806v1	Thermococcus sibiricus	Archaea	Euryarchaeota	COG0085	PRIMARY	1118	1059.3	1042	1	KUK17655.1	598.0
KXB03479.1	GCA_001549215.1_SCGC-AAA261F19	candidate divison MSBL1 archaeon SCGC-AAA261F19	Archaea	Euryarchaeota	COG0085	PRIMARY	1102	1015.0	1045	1	KXB03479.1	594.5
ACR01940.1	GCA_000021765.1_ASM2176v1	Thauera sp. MZ1T	Bacteria	Proteobacteria	COG0085	PRIMARY	1377	2102.2	1054	1	ACR01940.1	590.0
OYV03257.1	GCA_002256535.1_ASM225653v1	candidate division bacterium WOR-3 4484_18	Bacteria	unclassified Bacteria	COG0085	MAIN	948	1332.9	1020	2	OYV03256.1;OYV03257.1	1064.5;519.5
OYV03256.1	GCA_002256535.1_ASM225653v1	candidate division bacterium WOR-3 4484_18	Bacteria	unclassified Bacteria	COG0085	SECO	121	244.7	113	1	1	1
BAM70201.1	GCA_000828575.1_ASM82857v1	Methanothermobacter sp. CaT2	Archaea	Euryarchaeota	COG0085	SECO	514	323.4	447	1	1	1
BAM70202.1	GCA_000828575.1_ASM82857v1	Methanothermobacter sp. CaT2	Archaea	Euryarchaeota	COG0085	MAIN	603	720.9	1045	2	BAM70201.1;BAM70202.1	298.5;818.0
KHO50830.1	GCA_000805965.1_ASM80596v1	archaeon GW2011_AR13	Archaea	unclassified Archaea	COG0085	PRIMARY	1084	765.5	1043	1	KHO50830.1	597.5
SEO66052.1	GCA_900110215.1_IMG-taxon_2654588107_annotated_assembly	Halorientalis persicus	Archaea	Euryarchaeota	COG0085	SECO	521	300.8	438	1	1	1
SEO66086.1	GCA_900110215.1_IMG-taxon_2654588107_annotated_assembly	Halorientalis persicus	Archaea	Euryarchaeota	COG0085	MAIN	608	665.1	1042	2	SEO66052.1;SEO66086.1	296.0;817.5
ASD30785.1	GCA_002205755.1_ASM220575v1	Chlamydia abortus	Bacteria	PVC group	COG0085	PRIMARY	1252	2007.6	1047	1	ASD30785.1	591.5
ADL11706.1	GCA_000144695.1_ASM14469v1	Acetohalobium arabaticum DSM 5501	Bacteria	Terrabacteria group	COG0085	PRIMARY	1083	2137.1	1071	1	ADL11706.1	600.5
OGZ78552.1	GCA_001822065.1_ASM182206v1	Candidatus Staskawiczbacteria bacterium RIFOXYB1_FULL_37_44	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1092	1753.1	1065	1	OGZ78552.1	599.5
AELL01000027.1_31	GCA_000189815.2_ASM18981v2	Methanobrevibacter smithii TS145B	Archaea	Euryarchaeota	COG0085	MAIN	604	696.8	1047	2	AELL01000027.1_32;AELL01000027.1_31	296.5;816.0
AELL01000027.1_32	GCA_000189815.2_ASM18981v2	Methanobrevibacter smithii TS145B	Archaea	Euryarchaeota	COG0085	SECO	515	317.7	449	1	1	1
OGS47154.1	GCA_001800745.1_ASM180074v1	Euryarchaeota archaeon RBG_16_67_27	Archaea	Euryarchaeota	COG0085	PRIMARY	1197	953.8	1040	1	OGS47154.1	599.0
DIAQ01000067.1_18	GCA_002414865.1_ASM241486v1	candidate division Hyd24-12 bacterium UBA5074	Bacteria	unclassified Bacteria	COG0085	PRIMARY	494	547.1	405	1	DIAQ01000067.1_18	271.5
DKGJ01000029.1_7	GCA_002453215.1_ASM245321v1	Balneolaceae bacterium UBA6773	Bacteria	Balneolaeota	COG0085	PRIMARY	1271	1971.5	1049	1	DKGJ01000029.1_7	590.5
SCM58093.1	GCA_900095815.1_SIV6	Methanothermobacter wolfeii	Archaea	Euryarchaeota	COG0085	MAIN	603	718.9	1045	2	SCM58090.1;SCM58093.1	298.5;817.5
SCM58090.1	GCA_900095815.1_SIV6	Methanothermobacter wolfeii	Archaea	Euryarchaeota	COG0085	SECO	514	321.9	447	1	1	1
CP017922.1_2379	GCA_001870125.1_ASM187012v1	Candidatus Nitrosocosmicus exaquare	Archaea	TACK group	COG0085	PRIMARY	1121	954.8	1044	1	CP017922.1_2379	597.0
ASJ14435.1	GCA_002214565.1_ASM221456v1	Thermococcus radiotolerans	Archaea	Euryarchaeota	COG0085	PRIMARY	1122	1085.5	1037	1	ASJ14435.1	597.5
SET72013.1	GCA_900111485.1_IMG-taxon_2642422550_annotated_assembly	Haloterrigena hispanica	Archaea	Euryarchaeota	COG0085	SECO	526	291.5	444	1	1	1
SET71979.1	GCA_900111485.1_IMG-taxon_2642422550_annotated_assembly	Haloterrigena hispanica	Archaea	Euryarchaeota	COG0085	MAIN	609	668.0	1048	2	SET72013.1;SET71979.1	293.0;817.5
OHA62441.1	GCA_001823135.1_ASM182313v1	Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_01_FULL_45_20	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1075	1830.4	1052	1	OHA62441.1	596.0
ABR65673.1	GCA_000017225.1_ASM1722v1	Methanococcus maripaludis C7	Archaea	Euryarchaeota	COG0085	SECO	499	337.3	442	1	1	1
ABR65674.1	GCA_000017225.1_ASM1722v1	Methanococcus maripaludis C7	Archaea	Euryarchaeota	COG0085	MAIN	611	672.1	1041	2	ABR65673.1;ABR65674.1	299.0;836.5
ACR42521.1	GCA_000022445.1_ASM2244v1	Sulfolobus islandicus M.16.4	Archaea	TACK group	COG0085	PRIMARY	1131	1073.2	1051	1	ACR42521.1	594.5
GAD51684.1	GCA_000474235.1_ASM47423v1	Halarchaeum acidiphilum MH1-52-1	Archaea	Euryarchaeota	COG0085	SECO	521	294.2	445	1	1	1
GAD51683.1	GCA_000474235.1_ASM47423v1	Halarchaeum acidiphilum MH1-52-1	Archaea	Euryarchaeota	COG0085	MAIN	608	654.6	1049	2	GAD51684.1;GAD51683.1	292.5;817.0
AAV28003.1	GCA_000008405.1_ASM840v1	Mycoplasma hyopneumoniae 232	Bacteria	Terrabacteria group	COG0085	PRIMARY	1220	1656.4	1066	1	AAV28003.1	596.0
ABS61615.1	GCA_000017545.1_ASM1754v1	Fervidobacterium nodosum Rt17-B1	Bacteria	Thermotogae	COG0085	PRIMARY	1182	1792.3	1063	1	ABS61615.1	595.5
OIR20235.1	GCA_001875365.1_ASM187536v1	Marine Group III euryarchaeote CG-Epi4	Archaea	Euryarchaeota	COG0085	PRIMARY	1133	951.3	1036	1	OIR20235.1	601.0
OGZ54418.1	GCA_001821715.1_ASM182171v1	Candidatus Ryanbacteria bacterium RIFCSPLOWO2_02_FULL_44_40	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1075	1795.4	1066	1	OGZ54418.1	602.0
BAL81275.1	GCA_000284335.1_ASM28433v1	Caldisericum exile AZM16c01	Bacteria	Caldiserica	COG0085	PRIMARY	1398	1640.7	1059	1	BAL81275.1	600.5
AKB76409.1	GCA_000970265.1_ASM97026v1	Methanosarcina lacustris Z-7289	Archaea	Euryarchaeota	COG0085	NEXT	921	6.5	148	1	1	1
AKB74035.1	GCA_000970265.1_ASM97026v1	Methanosarcina lacustris Z-7289	Archaea	Euryarchaeota	COG0085	SECO	531	308.7	429	1	1	1
AKB73469.1	GCA_000970265.1_ASM97026v1	Methanosarcina lacustris Z-7289	Archaea	Euryarchaeota	COG0085	SECO	342	5.7	139	1	1	1
AKB74036.1	GCA_000970265.1_ASM97026v1	Methanosarcina lacustris Z-7289	Archaea	Euryarchaeota	COG0085	MAIN	604	654.6	738	3	AKB73469.1;AKB74035.1;AKB74036.1	1209.5;300.5;830.0
AER40733.1	GCA_000233435.1_ASM23343v1	Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	Bacteria	FCB group	COG0085	PRIMARY	1271	1940.4	1053	1	AER40733.1	589.5
OGJ45891.1	GCA_001788755.1_ASM178875v1	Candidatus Peregrinibacteria bacterium RIFOXYA2_FULL_33_21	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1276	1758.1	1195	1	OGJ45891.1	641.5
CP019470.1_879	GCA_002201915.1_ASM220191v1	Methanopyrus sp. KOL6	Archaea	Euryarchaeota	COG0085	SECO	533	299.2	440	1	1	1
CP019470.1_878	GCA_002201915.1_ASM220191v1	Methanopyrus sp. KOL6	Archaea	Euryarchaeota	COG0085	MAIN	652	646.2	1038	2	CP019470.1_879;CP019470.1_878	300.0;817.0
ADR36083.1	GCA_000183745.1_ASM18374v1	Oceanithermus profundus DSM 14977	Bacteria	Terrabacteria group	COG0085	PRIMARY	1124	1851.3	1059	1	ADR36083.1	597.5
AGU95077.1	GCA_000464435.1_ASM46443v1	Vibrio campbellii ATCC BAA-1116	Bacteria	Proteobacteria	COG0085	PRIMARY	1342	2113.1	1056	1	AGU95077.1	591.0
AHC38190.1	GCA_000508205.1_ASM50820v1	Pseudomonas sp. TKP	Bacteria	Proteobacteria	COG0085	PRIMARY	1357	2124.8	1054	1	AHC38190.1	590.0
ASPK01000002.1_17	GCA_000405745.1_ASM40574v1	Thaumarchaeota archaeon SCGC AB-179-E04	Archaea	TACK group	COG0085	PRIMARY	1117	979.8	1049	1	ASPK01000002.1_17	594.5
ACN99667.1	GCA_000021545.1_ASM2154v1	Sulfurihydrogenibium azorense Az-Fu1	Bacteria	Aquificae	COG0085	PRIMARY	1485	1891.7	1065	1	ACN99667.1	596.5
LPRC01000003.1_55	GCA_001559955.1_GG12_C01_01	Sulfolobus acidocaldarius	Archaea	TACK group	COG0085	PRIMARY	1127	1035.1	1046	1	LPRC01000003.1_55	597.0
ADK17136.1	GCA_000143685.1_ASM14368v1	Clostridium ljungdahlii DSM 13528	Bacteria	Terrabacteria group	COG0085	PRIMARY	1242	2204.6	1119	1	ADK17136.1	623.5
ASY43328.1	GCA_002288285.1_ASM228828v1	Sphingobium sp. C1	Bacteria	Proteobacteria	COG0085	PRIMARY	1387	2184.4	1057	1	ASY43328.1	590.5
AKK72063.1	GCA_001021975.1_ASM102197v1	Chryseobacterium gallinarum	Bacteria	FCB group	COG0085	PRIMARY	1273	1956.1	1054	1	AKK72063.1	589.0
AGJ63209.1	GCA_000364745.1_ASM36474v1	Sulfolobus islandicus LAL14/1	Archaea	TACK group	COG0085	PRIMARY	1128	1072.9	1050	1	AGJ63209.1	595.0
DCDG01000046.1_7	GCA_002316315.1_ASM231631v1	Candidatus Aminicenantes bacterium UBA1061	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1446	1994.7	1055	1	DCDG01000046.1_7	594.5
AFY68765.1	GCA_000317065.1_ASM31706v1	Pseudanabaena sp. PCC 7367	Bacteria	Terrabacteria group	COG0085	PRIMARY	1099	2007.1	1048	1	AFY68765.1	598.0
AFD00882.1	GCA_000251105.1_ASM25110v1	Methanocella conradii HZ254	Archaea	Euryarchaeota	COG0085	SECO	514	314.8	437	1	1	1
AFD00883.1	GCA_000251105.1_ASM25110v1	Methanocella conradii HZ254	Archaea	Euryarchaeota	COG0085	MAIN	604	678.5	1040	2	AFD00882.1;AFD00883.1	297.5;817.5
ASJ00177.1	GCA_002214385.1_ASM221438v1	Thermococcus gorgonarius	Archaea	Euryarchaeota	COG0085	PRIMARY	1122	1078.2	1042	1	ASJ00177.1	598.0
ACP36015.1	GCA_000022385.1_ASM2238v1	Sulfolobus islandicus L.S.2.15	Archaea	TACK group	COG0085	PRIMARY	1131	1069.5	1051	1	ACP36015.1	594.5
MBKP01000021.1_44	GCA_002243045.1_ASM224304v1	Methanolobus sp. YSF-03	Archaea	Euryarchaeota	COG0085	SECO	519	302.2	417	1	1	1
MBKP01000021.1_43	GCA_002243045.1_ASM224304v1	Methanolobus sp. YSF-03	Archaea	Euryarchaeota	COG0085	MAIN	605	663.6	1021	2	MBKP01000021.1_44;MBKP01000021.1_43	306.5;817.0
ABQ17163.1	GCA_000016705.1_ASM1670v1	Dehalococcoides mccartyi BAV1	Bacteria	Terrabacteria group	COG0085	PRIMARY	1240	1975.1	1072	1	ABQ17163.1	623.0
MTLQ01000126.1_2	GCA_002009965.1_ASM200996v1	Methanothermococcus sp. JdFR-03	Archaea	Euryarchaeota	COG0085	SECO	497	345.4	443	1	1	1
MTLQ01000126.1_1	GCA_002009965.1_ASM200996v1	Methanothermococcus sp. JdFR-03	Archaea	Euryarchaeota	COG0085	MAIN	615	684.7	1042	2	MTLQ01000126.1_2;MTLQ01000126.1_1	298.5;827.0
MTLQ01000001.1_1	GCA_002009965.1_ASM200996v1	Methanothermococcus sp. JdFR-03	Archaea	Euryarchaeota	COG0085	NEXT	181	252.5	154	1	1	1
OHA58056.1	GCA_001823055.1_ASM182305v1	Candidatus Vogelbacteria bacterium RIFOXYB1_FULL_42_16	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1053	1733.2	1048	1	OHA58056.1	593.0
ADK02912.1	GCA_000143605.1_ASM14360v1	Bacillus cereus biovar anthracis str. CI	Bacteria	Terrabacteria group	COG0085	PRIMARY	1177	2198.5	1076	1	ADK02912.1	600.0
AGN16255.1	GCA_000404165.1_ASM40416v1	Methanobrevibacter sp. AbM4	Archaea	Euryarchaeota	COG0085	PRIMARY	1117	1004.4	1044	1	AGN16255.1	597.0
CUS82875.1	GCA_001458555.1_JGI_assembly	Candidatus Kryptobacter tengchongensis	Bacteria	FCB group	COG0085	PRIMARY	1260	2056.3	1050	1	CUS82875.1	590.0
OIR13358.1	GCA_001875375.1_ASM187537v1	Marine Group III euryarchaeote CG-Epi6	Archaea	Euryarchaeota	COG0085	PRIMARY	1133	950.3	1036	1	OIR13358.1	601.0
AJM77150.1	GCA_000875675.1_ASM87567v1	Rathayibacter toxicus	Bacteria	Terrabacteria group	COG0085	PRIMARY	1163	2036.8	1070	1	AJM77150.1	597.0
AHJK01000001.1_2080	GCA_000245095.2_ASM24509v2	Sulfolobus islandicus M.16.2	Archaea	TACK group	COG0085	PRIMARY	1129	1072.9	1050	1	AHJK01000001.1_2080	595.0
LFLA01000005.1_17	GCA_001542995.1_ASM154299v1	Nitrospina sp. LS_NOB	Bacteria	Nitrospinae/Tectomicrobia group	COG0085	PRIMARY	1406	2032.3	1060	1	LFLA01000005.1_17	589.0
KKR42109.1	GCA_000995905.1_ASM99590v1	Candidatus Daviesbacteria bacterium GW2011_GWC2_40_12	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1132	1752.5	1102	1	KKR42109.1	614.0
MTND01000018.1_104	GCA_002010305.1_ASM201030v1	Archaeoglobi archaeon JdFR-42	Archaea	Euryarchaeota	COG0085	MAIN	621	706.0	1040	2	MTND01000018.1_105;MTND01000018.1_104	299.5;817.0
MTND01000018.1_105	GCA_002010305.1_ASM201030v1	Archaeoglobi archaeon JdFR-42	Archaea	Euryarchaeota	COG0085	SECO	493	329.4	441	1	1	1
ABZ83947.1	GCA_000019165.1_ASM1916v1	Heliobacterium modesticaldum Ice1	Bacteria	Terrabacteria group	COG0085	PRIMARY	1154	2236.0	1088	1	ABZ83947.1	608.0
EZQ03084.1	GCA_000632495.1_AciCop1.0	Candidatus Acidianus copahuensis	Archaea	TACK group	COG0085	PRIMARY	1123	1039.9	1049	1	EZQ03084.1	596.5
KFM22054.1	GCA_000746785.1_ASM74678v1	Marine Group I thaumarchaeote SCGC AAA799-B03	Archaea	TACK group	COG0085	PRIMARY	1115	970.5	1049	1	KFM22054.1	593.5
CAX49117.1	GCA_000026965.1_ASM2696v1	Neisseria meningitidis 8013	Bacteria	Proteobacteria	COG0085	PRIMARY	1392	2100.3	1053	1	CAX49117.1	589.5
ACA44267.1	GCA_000019305.1_ASM1930v1	Clostridium botulinum B1 str. Okra	Bacteria	Terrabacteria group	COG0085	NEXT	513	10.3	199	1	1	1
ACA46323.1	GCA_000019305.1_ASM1930v1	Clostridium botulinum B1 str. Okra	Bacteria	Terrabacteria group	COG0085	PRIMARY	1232	2207.7	1101	1	ACA46323.1	614.5
AHF89664.1	GCA_000242935.3_ASM24293v3	Opitutaceae bacterium TAV5	Bacteria	PVC group	COG0085	PRIMARY	1267	2024.6	1056	1	AHF89664.1	592.0
CAD74221.1	GCA_000196115.1_ASM19611v1	Rhodopirellula baltica SH 1	Bacteria	PVC group	COG0085	PRIMARY	1261	1833.3	1050	1	CAD74221.1	592.0
BBJO01000003.1_254	GCA_000739575.1_ASM73957v1	Halobellus rufus	Archaea	Euryarchaeota	COG0085	MAIN	610	666.6	963	2	BBJO01000003.1_255;BBJO01000003.1_254	335.5;817.5
BBJO01000003.1_255	GCA_000739575.1_ASM73957v1	Halobellus rufus	Archaea	Euryarchaeota	COG0085	SECO	424	244.2	359	1	1	1
ASY62622.1	GCA_002288525.1_ASM228852v1	Ensifer sojae CCBAU 05684	Bacteria	Proteobacteria	COG0085	PRIMARY	1380	2183.5	1059	1	ASY62622.1	592.5
LCWN01000003.1_54	GCA_002078205.1_ASM207820v1	Vulcanisaeta sp. EB80	Archaea	TACK group	COG0085	PRIMARY	1128	1031.9	1042	1	LCWN01000003.1_54	596.0
ADZ11835.1	GCA_000191565.1_ASM19156v1	Riemerella anatipestifer RA-GD	Bacteria	FCB group	COG0085	PRIMARY	1275	1975.7	1057	1	ADZ11835.1	587.5
KCZ72733.1	GCA_000685155.1_ANME2D_V10	Candidatus Methanoperedens nitroreducens	Archaea	Euryarchaeota	COG0085	MAIN	604	672.9	1037	2	KCZ72732.1;KCZ72733.1	299.0;817.5
KCZ72732.1	GCA_000685155.1_ANME2D_V10	Candidatus Methanoperedens nitroreducens	Archaea	Euryarchaeota	COG0085	SECO	530	326.3	434	1	1	1
PAV08705.1	GCA_002287215.1_ASM228721v1	Methanocorpusculum parvum	Archaea	Euryarchaeota	COG0085	SECO	516	297.2	438	1	1	1
PAV08706.1	GCA_002287215.1_ASM228721v1	Methanocorpusculum parvum	Archaea	Euryarchaeota	COG0085	MAIN	637	644.9	1037	2	PAV08705.1;PAV08706.1	301.0;845.0
MTLP01000031.1_32	GCA_002009975.1_ASM200997v1	Thermococcus sp. JdFR-02	Archaea	Euryarchaeota	COG0085	PRIMARY	1119	1088.6	1043	1	MTLP01000031.1_32	597.5
ACO03861.1	GCA_000021565.1_ASM2156v1	Persephonella marina EX-H1	Bacteria	Aquificae	COG0085	PRIMARY	1491	1922.3	1069	1	ACO03861.1	601.5
APT73534.1	GCA_001941385.1_ASM194138v1	Thermosipho melanesiensis	Bacteria	Thermotogae	COG0085	PRIMARY	1172	1855.6	1064	1	APT73534.1	595.0
AEH22279.1	GCA_000215975.1_ASM21597v1	Thermodesulfobacterium geofontis OPF15	Bacteria	Thermodesulfobacteria	COG0085	PRIMARY	1362	1989.7	1055	1	AEH22279.1	589.5
AIZ46228.1	GCA_000800395.1_ASM80039v1	Deinococcus swuensis	Bacteria	Terrabacteria group	COG0085	PRIMARY	1151	1844.8	1059	1	AIZ46228.1	598.5
OIO73218.1	GCA_001871125.1_ASM187112v1	Elusimicrobia bacterium CG1_02_37_114	Bacteria	Elusimicrobia	COG0085	PRIMARY	1253	1863.7	1062	1	OIO73218.1	600.0
AEE93634.1	GCA_000213215.1_ASM21321v1	Acidianus hospitalis W1	Archaea	TACK group	COG0085	PRIMARY	1123	1078.9	1047	1	AEE93634.1	598.5
AET63768.1	GCA_000235565.1_ASM23556v1	Methanosaeta harundinacea 6Ac	Archaea	Euryarchaeota	COG0085	MAIN	607	652.8	1037	2	AET63767.1;AET63768.1	298.5;827.5
AET63767.1	GCA_000235565.1_ASM23556v1	Methanosaeta harundinacea 6Ac	Archaea	Euryarchaeota	COG0085	SECO	496	317.0	433	1	1	1
CAI82766.1	GCA_000009025.1_ASM902v1	Dehalococcoides mccartyi CBDB1	Bacteria	Terrabacteria group	COG0085	PRIMARY	1273	2002.4	1094	1	CAI82766.1	612.0
LIUM01000042.1_7	GCA_001462345.1_ASM146234v1	Fibrobacteria bacterium AD312	Bacteria	FCB group	COG0085	PRIMARY	1411	1891.0	1048	1	LIUM01000042.1_7	592.0
ADK86298.1	GCA_000143965.1_ASM14396v1	Desulfarculus baarsii DSM 2075	Bacteria	Proteobacteria	COG0085	PRIMARY	1386	2126.0	1059	1	ADK86298.1	590.5
AMW06560.1	GCA_000695095.2_ASM69509v2	Gemmatimonas phototrophica	Bacteria	FCB group	COG0085	PRIMARY	1519	2033.6	1058	1	AMW06560.1	598.0
ACI21929.1	GCA_000020985.1_ASM2098v1	Thermodesulfovibrio yellowstonii DSM 11347	Bacteria	Nitrospirae	COG0085	PRIMARY	1312	2151.2	1054	1	ACI21929.1	594.0
AFS38998.1	GCA_000172635.2_ASM17263v2	Alteromonas macleodii ATCC 27126	Bacteria	Proteobacteria	COG0085	PRIMARY	1342	2113.9	1054	1	AFS38998.1	590.0
LT635480.1_935	GCA_900120375.1_PRJEB18029	Ndongobacter massiliensis	Bacteria	Terrabacteria group	COG0085	PRIMARY	1251	2055.7	1114	1	LT635480.1_935	620.0
ADE55725.1	GCA_000025905.1_ASM2590v1	Coraliomargarita akajimensis DSM 45221	Bacteria	PVC group	COG0085	PRIMARY	1261	1988.3	1055	1	ADE55725.1	595.5
CAI38025.1	GCA_000006605.1_ASM660v1	Corynebacterium jeikeium K411	Bacteria	Terrabacteria group	COG0085	PRIMARY	1164	2052.0	1069	1	CAI38025.1	600.5
OGD62617.1	GCA_001776175.1_ASM177617v1	Candidatus Berkelbacteria bacterium RIFCSPHIGHO2_12_FULL_50_11	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1107	1851.2	1069	1	OGD62617.1	601.5
AGN02646.1	GCA_000403645.1_ASM40364v1	Salinarchaeum sp. Harcht-Bsk1	Archaea	Euryarchaeota	COG0085	MAIN	609	663.9	1043	2	AGN02645.1;AGN02646.1	295.5;817.5
AGN02645.1	GCA_000403645.1_ASM40364v1	Salinarchaeum sp. Harcht-Bsk1	Archaea	Euryarchaeota	COG0085	SECO	522	286.9	439	1	1	1
AKL98665.1	GCA_001027545.1_ASM102754v1	Endomicrobium proavitum	Bacteria	Elusimicrobia	COG0085	PRIMARY	1251	1879.1	1053	1	AKL98665.1	595.5
CCM10115.1	GCA_000304455.1_CCh_cEper1	Cardinium endosymbiont cEper1 of Encarsia pergandiella	Bacteria	FCB group	COG0085	PRIMARY	1279	1813.7	1036	1	CCM10115.1	597.0
ABX02124.1	GCA_000018485.1_ASM1848v1	Methanococcus maripaludis C6	Archaea	Euryarchaeota	COG0085	MAIN	611	670.3	1041	2	ABX02125.1;ABX02124.1	299.0;832.5
ABX02125.1	GCA_000018485.1_ASM1848v1	Methanococcus maripaludis C6	Archaea	Euryarchaeota	COG0085	SECO	499	337.5	442	1	1	1
ADP11024.1	GCA_000165815.1_ASM16581v1	Erwinia sp. Ejp617	Bacteria	Proteobacteria	COG0085	PRIMARY	1342	2145.0	1055	1	ADP11024.1	590.5
AHE51364.1	GCA_000512185.1_ASM51218v1	Aeromonas hydrophila 4AK4	Bacteria	Proteobacteria	COG0085	PRIMARY	1342	2124.8	1054	1	AHE51364.1	590.0
SDF35241.1	GCA_900100715.1_IMG-taxon_2642422561_annotated_assembly	Methanolobus vulcani	Archaea	Euryarchaeota	COG0085	SECO	548	325.7	435	1	1	1
SDF35276.1	GCA_900100715.1_IMG-taxon_2642422561_annotated_assembly	Methanolobus vulcani	Archaea	Euryarchaeota	COG0085	MAIN	604	672.4	1039	2	SDF35241.1;SDF35276.1	297.5;817.5
CP022929.1_160	GCA_002135175.2_ASM213517v2	Spiroplasma sp. MT37	Bacteria	Terrabacteria group	COG0085	MAIN	301	508.8	975	7	CP022929.1_159;CP022929.1_165;CP022929.1_164;CP022929.1_163;CP022929.1_162;CP022929.1_161;CP022929.1_160	1097.5;119.0;192.0;300.5;431.5;635.0;903.0
CP022929.1_159	GCA_002135175.2_ASM213517v2	Spiroplasma sp. MT37	Bacteria	Terrabacteria group	COG0085	SECO	82	63.1	67	1	1	1
CP022929.1_164	GCA_002135175.2_ASM213517v2	Spiroplasma sp. MT37	Bacteria	Terrabacteria group	COG0085	SECO	113	60.5	64	1	1	1
CP022929.1_161	GCA_002135175.2_ASM213517v2	Spiroplasma sp. MT37	Bacteria	Terrabacteria group	COG0085	SECO	207	263.7	202	1	1	1
CP022929.1_165	GCA_002135175.2_ASM213517v2	Spiroplasma sp. MT37	Bacteria	Terrabacteria group	COG0085	SECO	124	38.3	86	1	1	1
CP022929.1_162	GCA_002135175.2_ASM213517v2	Spiroplasma sp. MT37	Bacteria	Terrabacteria group	COG0085	SECO	195	229.5	181	1	1	1
CP022929.1_163	GCA_002135175.2_ASM213517v2	Spiroplasma sp. MT37	Bacteria	Terrabacteria group	COG0085	SECO	129	32.6	117	1	1	1
SIM76698.1	GCA_900083515.1_ASM90008351v1	Cuniculiplasma divulgatum	Archaea	Euryarchaeota	COG0085	PRIMARY	1200	990.8	1040	1	SIM76698.1	598.0
AWOG01000017.1_9	GCA_000494105.1_Nanoarchaeota_archaeon_OTU_1_combined_assembly	Nanoarchaeota archaeon JGI OTU-1	Archaea	DPANN group	COG0085	MAIN	601	517.6	1042	2	AWOG01000017.1_10;AWOG01000017.1_9	304.5;834.5
AWOG01000017.1_10	GCA_000494105.1_Nanoarchaeota_archaeon_OTU_1_combined_assembly	Nanoarchaeota archaeon JGI OTU-1	Archaea	DPANN group	COG0085	SECO	495	239.2	457	1	1	1
ADV60702.1	GCA_000186345.1_ASM18634v1	Isosphaera pallida ATCC 43644	Bacteria	PVC group	COG0085	PRIMARY	1236	1871.4	1049	1	ADV60702.1	593.5
ADM96438.1	GCA_000147055.1_ASM14705v1	Dickeya dadantii 3937	Bacteria	Proteobacteria	COG0085	PRIMARY	1342	2142.9	1054	1	ADM96438.1	590.0
AGO61159.1	GCA_000152265.2_ASM15226v2	Ferroplasma acidarmanus fer1	Archaea	Euryarchaeota	COG0085	PRIMARY	1195	994.1	1039	1	AGO61159.1	599.5
OLD11605.1	GCA_001918765.1_ASM191876v1	Crenarchaeota archaeon 13_1_40CM_3_52_10	Archaea	TACK group	COG0085	PRIMARY	1115	980.2	1046	1	OLD11605.1	596.0
BAB60350.1	GCA_000011185.1_ASM1118v1	Thermoplasma volcanium GSS1	Archaea	Euryarchaeota	COG0085	PRIMARY	1195	1040.6	1037	1	BAB60350.1	600.5
