	domain	phylum	category	COG0085_score	PF09723.9	PF06677.11	PF04561.13	PF04565.15	PF12760.6	PF01551.21	PF07697.10	PF13240.5	PF02132.14	PF14319.5	PF02318.15	PF11181.7	PF07295.10	PF12773.6	TIGR03831	PF07282.10	TIGR04165	PF10080.8	PF08792.9	PF08772.10	TIGR02605	TIGR02386	TIGR02384	PF04563.14	TIGR02388	PF04560.19	PF09297.10	TIGR02013	qlen	PF13597.5	PF00364.21	TIGR03670	PF14803.5	PF03604.12	PF04567.16	PF00562.27	PF08271.11	PF06883.11	PF10385.8	PF13375.5	PF04566.12	PF13248.5	PF13533.5
AII60702.1	Bacteria	Terrabacteria group	BH	2002	0	0	113.8	102.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.6	0	91.4	0	1587.8	1273	0	0	255.5	0	0	0	563.3	0	0	77.8	0	0	0	0
AIJ05746.1	Archaea	Euryarchaeota	BH	1032.3	0	0	93.0	89.4	0	0	0	0	12.3	0	0	0	0	0	0	0	0	0	7.5	0	0	0	0	187.3	0	97.8	0	341.7	1130	0	0	1059.5	0	0	48.0	440.7	0	0	17.2	0	74.8	0	0
AIJ29752.1	Bacteria	Spirochaetes	BH	1935.5	0	0	74.2	104.7	0	14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.7	0	85.1	0	1664.7	1155	0	0	281.8	0	0	0	522.7	0	0	82.1	0	0	0	17.9
AIK18691.1	Bacteria	Spirochaetes	BH	1932.6	0	0	77.5	104.6	0	14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.8	0	85.7	0	1663.0	1155	0	0	282.5	0	0	0	521.4	0	0	79.5	0	0	0	17.9
AIM26197.1	Archaea	TACK group	BH	1046.9	0	0	132.6	85.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.7	0	104.8	0	341.8	1124	0	0	1008.2	0	0	38.7	431.6	0	0	0	0	73.6	0	0
AIN61635.1	Bacteria	Proteobacteria	BH	2126.8	0	0	90.7	107.1	0	0	12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4	0	140.5	0	95.3	0	1884.2	1357	0	0	244.0	0	0	0	539.9	0	0	70.7	0	0	0	0
AIN92834.1	Bacteria	Spirochaetes	BH	1922.4	0	0	76.2	102.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.2	0	84.8	0	1719.0	1167	0	0	273.3	0	0	0	519.1	0	0	66.2	14.1	0	0	0
AIQ95835.1	Bacteria	Terrabacteria group	BH	1984.4	0	0	158.0	106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.6	0	87.0	0	1683.7	1097	0	0	242.4	0	0	0	519.6	0	0	51.9	0	0	0	0
AIQ98031.1	Bacteria	Terrabacteria group	BH	1975.6	0	0	157.8	106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.8	0	86.4	0	1677.6	1095	0	0	243.5	0	0	0	515.4	0	0	55.1	0	0	0	0
AIR19995.1	Bacteria	Terrabacteria group	BH	2095.8	0	0	93.0	101.4	0	11.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.9	0	91.6	0	1726.8	1148	0	0	256.9	0	0	0	526.0	0	0	97.2	0	0	0	0
AIR29572.1	Bacteria	Terrabacteria group	BH	2095.8	0	0	93.0	101.4	0	11.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.9	0	91.6	0	1726.8	1148	0	0	256.9	0	0	0	526.0	0	0	97.2	0	0	0	0
AIS32874.1	Archaea	Euryarchaeota	BH	1012.5	0	12.1	92.7	88.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.6	0	105.3	0	362.2	1099	0	0	1019.6	0	0	43.2	448.1	0	0	13.7	0	72.5	0	0
AIU70014.1	Archaea	Euryarchaeota	BH	1088.2	0	14.4	137.7	103.0	0	0	0	3.7	10.9	0	0	0	0	0	12.2	0	15.2	0	0	15.8	0	0	0	185.5	0	106.9	0	341.5	1123	9.2	0	1056.5	0	0	36.7	440.8	12.7	0	0	0	71.9	0	0
AIV34785.1	Bacteria	Terrabacteria group	BH	2097.7	0	0	106.7	100.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.1	0	95.3	0	1818.3	1161	0	12.4	240.1	0	0	0	517.4	0	0	90.7	0	0	0	0
AIV41099.1	Bacteria	Terrabacteria group	BH	2038.3	0	0	114.1	96.9	0	14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.2	0	93.0	0	1728.0	1162	0	0	243.1	0	0	0	510.1	0	0	88.4	0	0	0	0
AIW88682.1	Bacteria	Spirochaetes	BH	1945.6	0	0	86.8	104.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.7	0	87.1	0	1755.1	1165	0	0	275.2	0	0	0	521.9	0	0	69.8	0	0	0	0
AIW90623.1	Bacteria	Proteobacteria	BH	2092.8	0	0	88.5	109.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.2	0	125.3	16.3	90.8	0	1833.7	1370	0	0	228.0	0	0	0	532.4	0	0	88.0	0	0	0	0
AIY01734.1	Bacteria	Terrabacteria group	BH	2028.3	0	0	93.5	97.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.4	0	96.6	0	1710.9	1110	0	0	247.2	0	0	0	516.4	0	0	89.8	0	0	0	0
AIY16218.2	Bacteria	Terrabacteria group	BH	2045.7	0	0	87.9	98.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.1	0	92.8	0	1727.5	1140	0	0	250.6	0	0	0	528.1	0	0	92.9	0	0	0	0
AIY89312.1	Archaea	Euryarchaeota	NH	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIY90504.1	Archaea	Euryarchaeota	BH	1044.5	0	0	110.6	85.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.6	0	110.4	0	337.5	1092	0	0	1033.6	0	0	41.0	432.6	0	0	16.7	0	80.4	0	0
AIZ15039.1	Bacteria	Terrabacteria group	BH	2007.7	0	0	97.7	89.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.0	0	88.9	0	1678.5	1186	0	0	245.1	0	0	0	522.7	0	0	82.4	0	0	0	0
AIZ16733.1	Bacteria	Terrabacteria group	BH	2003.8	0	0	100.2	89.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.1	0	88.0	0	1671.0	1186	0	0	242.1	0	0	0	527.5	0	0	85.4	0	0	0	0
AIZ46228.1	Bacteria	Terrabacteria group	BH	1844.8	0	0	42.9	102.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.0	0	92.0	0	1501.9	1151	0	11.6	265.0	0	0	0	517.5	0	0	91.4	14.7	0	0	7.5
AIZ57250.1	Archaea	Euryarchaeota	BH	940.9	0	0	86.0	90.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.1	0	98.7	0	313.7	1199	0	0	935.8	0	0	52.0	398.7	0	0	0	0	65.2	0	0
AJA58553.1	Bacteria	Spirochaetes	BH	1930.1	0	0	77.4	106.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.2	0	83.5	0	1661.6	1155	0	0	278.7	0	0	0	517.5	0	0	82.0	10.9	0	0	18.7
AJA90210.1	Bacteria	Spirochaetes	BH	1935.9	0	0	82.2	104.6	0	14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.2	0	85.0	0	1664.4	1155	0	0	282.1	0	0	0	524.5	0	0	79.2	0	0	0	19.6
AJA92775.1	Archaea	TACK group	BH	971.2	0	0	88.1	98.3	0	0	0	0	0	0	0	0	0	0	0	12.3	0	15.2	0	0	0	0	0	161.6	0	100.3	0	345.3	1115	0	0	878.3	0	0	32.8	423.4	0	0	0	0	63.8	0	0
AJB42585.1	Archaea	TACK group	BH	1026.3	0	0	116.2	94.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.4	0	104.6	0	359.8	1129	0	0	1001.3	0	0	44.0	419.7	0	0	0	0	77.2	0	0
AJC12252.1	Bacteria	Terrabacteria group	BH	2071.4	0	0	110.0	102.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.5	0	86.1	0	1670.9	1173	0	0	253.9	0	0	0	520.9	0	0	84.2	0	0	0	11.9
AJC57640.1	Bacteria	Terrabacteria group	BH	2086.1	0	0	103.5	99.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.6	0	95.4	0	1797.4	1161	0	0	243.8	0	0	0	519.6	0	0	91.3	0	0	0	0
AJC69183.1	Bacteria	Terrabacteria group	BH	2004.8	0	0	100.8	98.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.5	0	92.7	0	1675.7	1154	0	0	254.8	0	0	0	512.0	0	0	88.5	0	0	0	0
AJC71066.1	Archaea	Euryarchaeota	BH	1082.2	0	15.4	144.3	103.1	0	0	0	0	0	11.9	0	0	0	0	15.3	0	15.5	0	0	14.4	0	0	0	185.3	0	108.1	0	342.7	1122	10.0	0	1057.0	0	0	36.7	442.6	14.1	0	0	0	67.8	0	0
AJC77012.1	Bacteria	Terrabacteria group	BH	2003.6	0	0	92.6	89.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.2	0	88.9	0	1670.8	1186	0	0	241.4	0	0	0	524.4	0	0	86.6	0	0	0	0
AJD34456.1	Bacteria	Terrabacteria group	BH	2003.6	0	0	92.6	89.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.2	0	88.9	0	1670.8	1186	0	0	241.4	0	0	0	524.4	0	0	86.6	0	0	0	0
AJD57900.1	Bacteria	Terrabacteria group	BH	2009.4	0	0	176.7	100.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.6	0	89.3	0	1718.2	1100	0	0	252.7	0	0	0	536.7	0	0	53.7	12.8	0	0	0
AJD89055.1	Bacteria	Terrabacteria group	BH	2003.6	0	0	92.6	89.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.2	0	88.9	0	1670.8	1186	0	0	241.4	0	0	0	524.4	0	0	86.6	0	0	0	0
AJE06410.1	Bacteria	Terrabacteria group	BH	2008.8	0	0	96.9	89.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.9	0	89.6	0	1677.4	1186	0	0	244.5	0	0	0	524.0	0	0	82.4	0	0	0	0
AJE32190.1	Bacteria	Terrabacteria group	BH	2018.1	0	0	86.7	98.8	0	13.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.1	0	94.2	0	1669.2	1160	0	0	248.6	0	0	0	518.0	0	0	75.1	0	0	0	0
AJE66536.1	Bacteria	Terrabacteria group	BH	2024.3	0	0	86.1	99.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.3	0	94.2	0	1671.1	1165	0	0	247.9	0	0	0	525.3	0	0	87.1	12.1	0	0	0
AJE84941.1	Bacteria	Terrabacteria group	BH	2096.5	0	0	106.6	99.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.7	0	95.4	0	1800.6	1161	0	0	243.3	0	0	0	516.9	0	0	92.8	0	0	0	0
AJF25435.1	Archaea	Euryarchaeota	BH	955.8	0	9.7	93.9	84.9	0	0	0	0	0	0	0	0	0	11.6	0	13.9	0	0	0	13.1	0	0	0	165.4	0	105.1	9.6	328.8	1129	0	0	1029.4	0	0	32.1	424.6	0	0	0	0	75.2	0	0
AJF60326.1	Archaea	unclassified Archaea	BH	833.6	0	10.2	76.2	85.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.4	0	85.3	0	320.0	1092	0	0	892.7	0	0	43.9	368.7	0	0	14.0	0	69.9	0	0
AJF62032.1	Archaea	unclassified Archaea	BH	800.3	0	0	85.0	80.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.4	0	70.1	0	308.1	1093	0	0	870.8	0	0	36.1	394.7	0	0	0	0	58.0	0	0
AJF63056.1	Archaea	unclassified Archaea	BH	834.1	15.5	0	62.5	84.1	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	10.2	0	12.0	0	0	158.4	0	88.1	0	311.0	1093	0	0	888.5	0	0	42.3	398.9	0	0	0	0	56.7	0	0
AJF66754.1	Bacteria	Terrabacteria group	BH	2096.8	0	0	106.8	99.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.1	0	95.3	0	1810.7	1160	0	0	242.0	0	0	0	516.3	0	0	90.3	0	0	0	0
AJG40349.1	Bacteria	Thermotogae	BH	1847.9	0	0	32.2	100.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.3	0	92.2	0	1440.3	1267	0	0	234.7	0	0	0	506.3	0	0	82.7	0	0	0	0
AJI77986.1	Bacteria	Terrabacteria group	BH	2025	0	0	88.9	97.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.6	0	93.6	0	1674.3	1159	0	0	253.6	0	0	0	522.1	0	0	76.6	0	0	0	0
AJK67987.1	Bacteria	Terrabacteria group	BH	2012.5	0	0	81.9	99.7	0	13.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.2	0	94.3	0	1671.6	1160	0	0	247.8	0	0	0	522.9	0	0	71.9	0	0	0	9.8
AJLF01000001.1_89	Archaea	Euryarchaeota	BH	1073.7	0	15.7	134.3	104.9	0	0	0	0	10.7	11.4	0	0	0	0	15.0	11.3	13.6	0	0	14.7	0	0	0	182.2	0	108.6	0	335.4	1123	8.7	0	1043.7	0	0	35.5	439.7	8.7	0	0	0	67.4	0	0
AJM77150.1	Bacteria	Terrabacteria group	BH	2036.8	0	0	110.1	100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.2	0	92.9	0	1727.0	1163	0	0	240.1	0	0	0	505.4	0	0	89.3	0	0	0	0
AJP03321.1	Bacteria	Terrabacteria group	BH	2109.2	0	0	109.5	100.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.2	0	95.2	0	1817.8	1161	0	14.3	243.2	0	0	0	521.0	0	0	91.8	0	0	0	0
AJQ90247.1	Bacteria	Terrabacteria group	BH	2064	0	0	103.9	101.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.3	0	92.9	0	1713.9	1158	0	0	256.9	0	0	0	525.9	0	0	90.0	0	0	0	0
AJT43026.1	Bacteria	Terrabacteria group	BH	2084.6	0	0	95.6	97.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.3	0	96.6	0	1748.9	1173	0	0	240.7	0	0	0	520.4	0	0	92.8	0	0	0	0
AJT65428.3	Bacteria	Terrabacteria group	NH	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJT66295.1	Bacteria	Terrabacteria group	BH	2090.4	0	0	105.0	99.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.5	0	95.4	0	1795.9	1160	0	0	243.9	0	0	0	515.7	0	0	91.5	0	0	0	0
AJVG01000001.1_90	Archaea	Euryarchaeota	BH	956.6	0	10.5	95.4	78.2	0	0	0	0	0	0	0	0	0	0	0	14.6	0	0	0	0	0	0	0	167.4	0	103.9	0	321.3	1135	0	0	1015.1	0	0	38.0	421.2	0	0	0	0	73.3	0	0
AJVI01000006.1_88	Archaea	TACK group	BH	970.9	0	0	89.2	95.7	0	0	0	0	11.0	0	12.8	0	0	0	0	11.6	0	0	0	0	0	0	0	163.7	0	110.7	0	348.1	1116	0	0	876.7	0	0	34.7	418.7	0	0	0	0	68.5	0	0
AJVJ01000037.1_229	Archaea	TACK group	BH	971.3	0	0	87.2	95.6	0	0	0	0	10.2	0	12.8	0	0	0	0	11.6	0	0	0	0	0	0	0	163.3	0	110.6	0	345.2	1116	0	0	874.4	0	0	33.7	415.6	0	0	0	0	69.3	0	0
AJW42863.1	Bacteria	Terrabacteria group	BH	2078	0	0	91.0	101.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.4	0	94.8	0	1731.6	1134	0	0	253.2	0	0	0	527.1	0	0	98.4	0	0	0	0
AJW64545.1	Bacteria	FCB group	BH	1950.3	0	0	117.5	105.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.2	0	87.1	0	1818.2	1274	0	13.6	265.9	0	0	0	518.7	0	0	67.6	12.1	0	0	0
AJW71582.1	Archaea	TACK group	BH	976.8	0	0	86.4	95.6	0	0	0	0	10.5	0	12.8	0	0	0	0	11.7	0	0	0	0	0	0	0	162.4	0	110.7	0	349.7	1115	0	0	876.5	0	0	34.7	421.8	0	0	0	0	69.4	0	0
AJW80008.1	Bacteria	Terrabacteria group	BH	2038.3	0	0	105.4	100.1	0	13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.8	0	92.9	0	1727.1	1162	0	0	245.9	0	0	0	509.0	0	0	87.9	0	0	0	0
AJZ75706.1	Archaea	TACK group	BH	972	0	0	82.0	99.5	0	0	0	0	0	0	14.4	0	0	0	0	11.4	0	0	0	0	0	0	0	165.6	0	113.4	0	358.5	1115	0	0	873.5	0	0	33.7	416.1	0	0	0	0	64.5	0	0
AKA04544.1	Bacteria	Terrabacteria group	BH	2088.8	0	0	103.5	99.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.6	0	95.4	0	1798.3	1161	0	0	243.4	0	0	0	519.1	0	0	91.6	0	0	0	0
AKA35846.1	Bacteria	FCB group	BH	1999.5	0	0	108.9	105.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.3	0	88.2	0	1866.2	1269	0	13.8	251.3	0	0	0	521.8	0	0	79.7	12.3	0	0	12.0
AKA73548.1	Archaea	TACK group	BH	1072	0	0	140.3	88.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.9	0	104.6	0	339.9	1124	0	0	1014.1	0	0	42.6	427.8	0	0	12.1	0	70.5	0	0
AKA76246.1	Archaea	TACK group	BH	1072	0	0	140.3	88.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.9	0	104.6	0	339.9	1124	0	0	1014.1	0	0	42.6	427.8	0	0	12.1	0	70.5	0	0
AKA78938.1	Archaea	TACK group	BH	1072	0	0	140.3	88.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.9	0	104.6	0	339.9	1124	0	0	1014.1	0	0	42.6	427.8	0	0	12.1	0	70.5	0	0
AKA95917.1	Bacteria	Terrabacteria group	BH	2040.6	0	0	87.0	97.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.5	0	94.3	0	1691.7	1178	0	0	254.1	0	0	0	528.7	0	0	81.4	0	0	0	0
AKB12758.1	Archaea	Euryarchaeota	BH	987.1	0	0	102.3	85.9	0	0	0	0	0	0	0	11.5	15.6	0	0	0	0	0	0	0	0	0	0	174.7	0	97.3	7.7	323.7	1135	0	0	1033.6	11.8	0	46.2	417.0	0	0	12.5	0	81.3	0	0
AKB19778.1	Archaea	Euryarchaeota	BH	973.6	0	0	105.9	87.5	0	0	0	0	0	0	0	12.9	13.7	0	0	0	0	0	0	0	0	0	0	168.3	0	97.3	7.5	318.1	1135	0	0	1033.1	11.7	0	47.2	412.2	0	0	13.2	0	81.9	0	0
AKB22453.1	Archaea	Euryarchaeota	BH	973.6	0	0	105.9	87.5	0	0	0	0	0	0	0	12.9	13.7	0	0	0	0	0	0	0	0	0	0	168.3	0	97.3	7.5	318.1	1135	0	0	1033.1	11.7	0	47.2	412.2	0	0	13.2	0	81.9	0	0
AKB44671.1	Archaea	Euryarchaeota	BH	981.9	0	0	101.1	85.9	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	0	0	0	177.3	0	98.0	7.6	321.9	1135	0	0	1037.1	0	0	44.3	417.2	0	0	0	0	80.9	0	0
AKB48193.1	Archaea	Euryarchaeota	BH	981.9	0	0	101.1	85.9	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	0	0	0	177.3	0	98.0	7.6	321.9	1135	0	0	1035.8	0	0	44.3	417.2	0	0	0	0	80.7	0	0
AKB50294.1	Archaea	Euryarchaeota	BH	984.9	0	0	100.4	85.9	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	0	0	0	177.1	0	97.8	7.6	321.4	1135	0	0	1041.1	0	0	48.9	417.1	0	0	14.8	0	82.0	0	0
AKB53884.1	Archaea	Euryarchaeota	BH	977.5	0	0	102.3	78.8	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	0	0	0	177.9	0	98.1	7.2	319.2	1135	0	0	1041.7	0	0	45.4	419.0	0	0	13.4	0	81.7	0	0
AKB62286.1	Archaea	Euryarchaeota	BH	975	0	0	101.7	85.9	0	0	0	3.8	0	0	0	11.5	13.1	0	0	0	0	0	0	0	0	0	0	171.5	0	96.9	7.1	318.5	1135	0	0	1036.1	11.2	0	47.3	416.0	0	0	12.6	0	81.7	0	0
AKB65619.1	Archaea	Euryarchaeota	BH	974.9	0	0	101.1	85.9	0	0	0	3.8	0	0	0	11.5	13.2	0	0	0	0	0	0	0	0	0	0	171.5	0	96.9	7.1	318.7	1135	0	0	1036.1	11.2	0	47.3	416.0	0	0	12.6	0	81.7	0	0
AKB69227.1	Archaea	Euryarchaeota	BH	974.9	0	0	101.1	85.9	0	0	0	3.8	0	0	0	11.5	13.2	0	0	0	0	0	0	0	0	0	0	171.5	0	96.9	7.1	318.7	1135	0	0	1036.1	11.2	0	47.3	416.0	0	0	12.6	0	81.7	0	0
AKB71911.1	Archaea	Euryarchaeota	BH	975	0	0	101.7	85.9	0	0	0	3.8	0	0	0	11.5	13.1	0	0	0	0	0	0	0	0	0	0	171.5	0	96.9	7.1	318.5	1135	0	0	1036.1	11.2	0	47.3	416.0	0	0	12.6	0	81.7	0	0
AKB73469.1	Archaea	Euryarchaeota	NH	5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKB74036.1	Archaea	Euryarchaeota	BH	963.3	0	0	105.3	87.5	0	0	0	0	0	0	0	11.0	15.6	0	0	0	0	0	0	0	0	0	0	172.6	0	96.4	6.7	315.7	1135	0	0	1023.3	11.5	0	46.0	406.1	0	0	12.7	0	79.1	0	0
AKB76409.1	Archaea	Euryarchaeota	NH	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKB77514.1	Archaea	Euryarchaeota	BH	975.7	0	0	100.2	85.9	0	0	0	3.7	0	0	0	11.5	13.2	0	0	0	0	0	0	0	0	0	0	173.7	0	97.4	7.1	315.9	1135	0	0	1030.9	11.7	0	43.8	413.6	0	0	0	0	82.5	0	0
AKB81990.1	Archaea	Euryarchaeota	BH	979	0	0	101.1	85.9	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	0	0	0	174.9	0	97.8	7.6	322.2	1135	0	0	1034.7	0	0	42.9	415.3	0	0	0	0	79.6	0	0
AKB85699.1	Archaea	Euryarchaeota	BH	976.4	0	0	88.6	91.3	0	0	0	0	0	0	0	0	17.2	0	0	0	0	0	0	0	0	0	0	182.1	0	103.8	13.1	327.8	1138	0	0	1003.0	13.6	0	39.4	411.6	0	0	0	0	68.3	0	0
AKC83489.1	Bacteria	PVC group	BH	2018.8	0	0	94.6	109.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.7	0	90.7	0	1778.7	1283	0	0	276.4	0	0	0	523.5	0	0	84.5	0	0	0	0
AKC95976.1	Bacteria	Fusobacteria	BH	1933.6	0	0	96.9	102.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.7	0	88.9	0	1694.3	1145	0	0	277.5	0	0	0	537.6	0	0	60.4	12.0	0	0	0
AKD96801.1	Bacteria	Terrabacteria group	BH	2089.1	0	0	87.9	101.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.2	0	94.7	0	1737.6	1168	0	0	257.6	0	0	0	528.0	0	0	92.5	0	0	0	9.0
AKE26385.1	Bacteria	Thermotogae	BH	1847.8	0	0	33.1	100.4	0	12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.8	0	90.7	0	1436.4	1263	0	0	235.5	0	0	0	510.0	0	0	83.8	0	0	0	0
AKE28249.1	Bacteria	Thermotogae	BH	1847.8	0	0	33.1	100.4	0	12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.8	0	90.7	0	1436.4	1263	0	0	235.5	0	0	0	510.0	0	0	83.8	0	0	0	0
AKE30123.1	Bacteria	Thermotogae	BH	1847.8	0	0	33.1	100.4	0	12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.8	0	90.7	0	1436.4	1263	0	0	235.5	0	0	0	510.0	0	0	83.8	0	0	0	0
AKE38313.1	Bacteria	Terrabacteria group	BH	2019.7	0	0	88.8	96.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.0	0	93.6	0	1671.5	1158	0	0	250.6	0	0	0	518.3	0	0	78.7	0	0	0	0
AKE40521.1	Bacteria	Terrabacteria group	BH	2033.5	0	0	90.3	97.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.0	0	94.3	0	1686.2	1158	0	0	251.6	0	0	0	521.0	0	0	81.4	13.2	0	0	0
AKE65257.1	Bacteria	Terrabacteria group	BH	2012.1	0	0	186.8	101.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.1	0	88.8	0	1724.1	1103	0	0	257.4	0	0	0	543.3	0	0	60.1	0	0	0	0
AKG22353.1	Bacteria	Terrabacteria group	BH	2020	0	0	187.2	103.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.2	0	88.6	0	1744.8	1099	0	0	264.6	0	0	0	532.0	0	0	57.3	0	0	0	0
AKG38012.1	Archaea	TACK group	BH	1008.3	0	0	120.2	97.3	0	0	0	0	0	0	0	0	14.5	0	7.3	0	0	0	0	0	0	0	0	181.2	0	99.0	0	347.6	1121	0	0	983.2	0	0	46.7	415.8	0	0	15.1	0	79.0	0	0
AKG38951.1	Archaea	TACK group	NH	11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKG54082.1	Bacteria	Terrabacteria group	BH	1996.9	0	0	105.1	99.4	0	17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.9	0	93.9	0	1585.1	1251	0	0	255.3	0	0	0	544.1	0	0	72.4	17.1	0	0	0
